" Appointment"," OTP"," Member"," Affiliation"," Start date"," End date"," Status"
"Convener of subgroup: HZZ (HSG2) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","ROBERTO, Di Nardo","Roma III(Italy)","2015-04-01","2016-03-31","inactive"
"Convener of subgroup: HWW (HSG3) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","BIAGIO, Di Micco","Roma III(Italy)","2012-04-01","2013-03-31","inactive"
"Convener of subgroup: HComb (HSG7) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","ROBERTO, Di Nardo","Roma III(Italy)","2017-04-01","2019-04-09","inactive"
"NSW Micromegas Coordinator // Activities and Detector Projects // Muon Spectrometer // NSW","0","MAURO, Iodice","Roma III(Italy)","2014-01-01","2021-05-31","inactive"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","MAURO, Iodice","Roma III(Italy)","2024-03-01","2026-02-28","active"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","MAURO, Iodice","Roma III(Italy)","2021-03-01","2024-02-29","inactive"
"Muon DQA Coordinator // Activities and Detector Projects // Muon Spectrometer // DQA","","MAURO, Iodice","Roma III(Italy)","2011-04-01","2013-07-31","inactive"
"Muon Calibration Coordinator // Activities and Detector Projects // Muon Spectrometer // Calibration","","DOMIZIA, Orestano","Roma III(Italy)","2008-04-01","2009-12-31","inactive"
"Muon Calibration Coordinator // Activities and Detector Projects // Muon Spectrometer // Calibration","","FABRIZIO, Petrucci","Roma III(Italy)","2010-07-01","2012-07-31","inactive"
"Muon System Performance Coordinator // Activities and Detector Projects // Muon Spectrometer // System Performance","","MAURO, Iodice","Roma III(Italy)","2021-10-01","2026-02-28","active"
"Data Preparation Coordinator // Activities and Detector Projects // Data Preparation",".3","ROSY, Nikolaidou","Saclay CEA(France)","2019-10-01","2020-09-30","inactive"
"Data Preparation Coordinator // Activities and Detector Projects // Data Preparation",".3","CLAUDE, Guyot","Saclay CEA(France)","2008-10-01","2009-09-30","inactive"
"Data Preparation Deputy Coordinator // Activities and Detector Projects // Data Preparation",".3","CLAUDE, Guyot","Saclay CEA(France)","2007-10-01","2008-09-30","inactive"
"Data Preparation Deputy Coordinator // Activities and Detector Projects // Data Preparation",".3","ROSY, Nikolaidou","Saclay CEA(France)","2018-10-01","2019-09-30","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","HENRI, Bachacou","Saclay CEA(France)","2014-03-01","2016-02-29","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","BRUNO, Mansoulie","Saclay CEA(France)","2008-03-01","2010-02-28","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","MARC, Virchaux","Saclay CEA(France)","2002-03-01","2004-02-29","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","SAMIRA, Hassani","Saclay CEA(France)","2011-03-01","2013-02-28","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","JEROME, Schwindling","Saclay CEA(France)","2005-03-01","2007-02-28","inactive"
"Authorship Committee Chair // General // Authorship Committee",".15","HENRI, Bachacou","Saclay CEA(France)","2016-03-01","2017-02-28","inactive"
"Authorship Committee member // General // Authorship Committee // Appointments",".15","HENRI, Bachacou","Saclay CEA(France)","2014-03-01","2017-02-28","inactive"
"Speakers Committee Chair // General // Speakers Committee",".45","FREDERIC, Deliot","Saclay CEA(France)","2023-10-01","2024-03-31","inactive"
"Speakers Committee Deputy Chair // General // Speakers Committee",".3","FREDERIC, Deliot","Saclay CEA(France)","2023-04-01","2023-09-30","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","CLAUDE, Guyot","Saclay CEA(France)","2016-10-01","2019-09-30","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","FREDERIC, Deliot","Saclay CEA(France)","2021-10-01","2024-09-30","inactive"
"SCAB Member // General // Speakers Committee Advisory Board (SCAB) // Appointments",".15","LAURENT, Chevalier","Saclay CEA(France)","2007-03-01","2008-02-29","inactive"
"POTS Member // General // Panel for Operation Task Sharing (POTS) // Appointments",".08","CLAUDE, Guyot","Saclay CEA(France)","2012-07-01","2015-06-30","inactive"
"Convener Egamma CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","MAARTEN, Boonekamp","Saclay CEA(France)","2018-04-01","2020-03-31","inactive"
"Convener Muon CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","ROSY, Nikolaidou","Saclay CEA(France)","2022-10-01","2024-09-30","inactive"
"Convener jet/Etmiss CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","FABRICE, Balli","Saclay CEA(France)","2023-10-01","2025-09-30","active"
"Convener B-Physics and Light States WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","SAMIRA, Hassani","Saclay CEA(France)","2007-10-01","2009-09-30","inactive"
"Convener Top WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","FREDERIC, Deliot","Saclay CEA(France)","2015-10-01","2017-09-30","inactive"
"Convener Exotics WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","HENRI, Bachacou","Saclay CEA(France)","2010-10-01","2012-09-30","inactive"
"Convener Higgs WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","BRUNO, Mansoulie","Saclay CEA(France)","2014-10-01","2016-09-30","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","HENRI, Bachacou","Saclay CEA(France)","2024-01-01","2025-12-31","active"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","JEAN, Ernwein","Saclay CEA(France)","2006-01-01","2007-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","CLAUDE, Guyot","Saclay CEA(France)","2000-01-01","2001-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","BRUNO, Mansoulie","Saclay CEA(France)","2014-01-01","2015-12-31","inactive"
"DP - Data Quality Convener // Activities and Detector Projects // Data Preparation // Data Quality","0","ROSY, Nikolaidou","Saclay CEA(France)","2016-01-01","2017-09-30","inactive"
"DP - Prompt Reconstruction Operation Coordinator (PROC) // Activities and Detector Projects // Data Preparation // PROC","0","JOAO, Goncalves Pinto Firmino Da Costa","Saclay CEA(France)","2012-01-01","2012-12-31","inactive"
"Convener of subgroup: Soft QCD and Diffractive Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","LAURENT OLIVIER, Schoeffel","Saclay CEA(France)","2014-10-01","2015-09-30","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","MAARTEN, Boonekamp","Saclay CEA(France)","2008-10-01","2010-09-30","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","NANSI, Andari","Saclay CEA(France)","2019-10-01","2021-03-31","inactive"
" Convener of subgroup: Top Mass (discontinued on 31.03.2020) // Activities and Detector Projects // Physics // Physics Analysis Groups // Top physics group","","ANNE-ISABELLE, Etienvre","Saclay CEA(France)","2009-10-01","2010-09-30","inactive"
"Convener of subgroup: Top Properties (discontinued on 31.03.2020) // Activities and Detector Projects // Physics // Physics Analysis Groups // Top physics group","","FREDERIC, Deliot","Saclay CEA(France)","2013-04-01","2014-10-31","inactive"
"Convener of subgroup: HZZ (HSG2) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","ROSY, Nikolaidou","Saclay CEA(France)","2014-04-01","2015-03-31","inactive"
"Convener of subgroup: HComb (HSG7) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","BRUNO, Mansoulie","Saclay CEA(France)","2013-04-01","2014-03-31","inactive"
"Convener of subgroup: HTop (HSG8) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","MATTHIAS, Saimpert","Saclay CEA(France)","2024-01-01","2024-09-30","inactive"
"Convener of subgroup: HTop (HSG8) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","HENRI, Bachacou","Saclay CEA(France)","2017-04-01","2019-03-31","inactive"
"Convener of subgroup: Leptons, Z', W' and LFV (LPX) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","MATTHIAS, Saimpert","Saclay CEA(France)","2022-04-01","2023-03-31","inactive"
"Convener of subgroup: Jet Energy Scale and Resolution (JES/JER) (discontinued 30.09.2019) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","FABRICE, Balli","Saclay CEA(France)","2014-10-01","2015-09-30","inactive"
"LAr Data Quality Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Data Quality","","EMILIEN, Chapon","Saclay CEA(France)","2023-06-01","2025-02-28","active"
"Muon Software Coordinator // Activities and Detector Projects // Muon Spectrometer // Software","","ROSY, Nikolaidou","Saclay CEA(France)","2007-06-01","2009-09-30","inactive"
"Muon System Deputy Project Leader // Activities and Detector Projects // Muon Spectrometer","","ROSY, Nikolaidou","Saclay CEA(France)","2024-10-01","2026-02-28","active"
"Convener of subgroup: Calibrations // Activities and Detector Projects // Physics // Combined Performance Groups // Flavour tagging CP group","0","MATTHIAS, Saimpert","Saclay CEA(France)","2017-10-01","2018-09-30","inactive"
"Convener of subgroup: Calibration // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","NANSI, Andari","Saclay CEA(France)","2017-04-01","2019-03-31","inactive"
"Convener of subgroup: Calibration // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","MAARTEN, Boonekamp","Saclay CEA(France)","2020-04-01","2020-09-30","inactive"
"Physics Validation Coordinator // Activities and Detector Projects // Software and Computing // Software","0","JOAO, Goncalves Pinto Firmino Da Costa","Saclay CEA(France)","2015-03-01","2015-08-31","inactive"
"Conditions Data Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM) // Databases","0","ANDREA, Formica","Saclay CEA(France)","2012-01-01","2017-09-30","inactive"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","JEAN-FRANCOIS, Laporte","Saclay CEA(France)","2015-01-01","2023-06-01","inactive"
"Muon Database Coordinator // Activities and Detector Projects // Muon Spectrometer // Database","","ANDREA, Formica","Saclay CEA(France)","2024-03-01","2026-02-28","active"
"Muon Database Coordinator // Activities and Detector Projects // Muon Spectrometer // Database","","ANDREA, Formica","Saclay CEA(France)","2014-01-01","2024-02-29","inactive"
"Muon Alignment Coordinator // Activities and Detector Projects // Muon Spectrometer // Alignment","","PIERRE-FRANCOIS, Giraud","Saclay CEA(France)","2020-03-01","2024-02-29","inactive"
"Muon Alignment Coordinator // Activities and Detector Projects // Muon Spectrometer // Alignment","","PIERRE-FRANCOIS, Giraud","Saclay CEA(France)","2024-03-01","2026-02-28","active"
"Muon Alignment Coordinator // Activities and Detector Projects // Muon Spectrometer // Alignment","","FLORIAN, Bauer","Saclay CEA(France)","2008-04-01","2020-02-29","inactive"
"LAr Phase-II Front End Electronics Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Front End Electronics","","PHILIPPE, Schwemling","Saclay CEA(France)","2020-01-01","2024-03-31","inactive"
"LAr Phase-II Front End Electronics Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Front End Electronics","","PHILIPPE, Schwemling","Saclay CEA(France)","2024-04-01","2026-03-31","active"
"LAr Phase-II Front End Cooling Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Front End Electronics","","PHILIPPE, Schwemling","Saclay CEA(France)","2024-04-01","2026-03-31","active"
"LAr Phase-II Front End Cooling Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Front End Electronics","","PHILIPPE, Schwemling","Saclay CEA(France)","2022-04-01","2024-03-31","inactive"
"ADAM Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","ANDREA, Formica","Saclay CEA(France)","2021-01-01","2023-09-30","inactive"
"Convener LHC Electroweak WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","MAARTEN, Boonekamp","Saclay CEA(France)","2017-10-01","2018-09-30","inactive"
"ICB Scrutiny Group Member // Activities and Detector Projects // Software and Computing // General","","ANDREA, Formica","Saclay CEA(France)","2024-04-01","2027-03-31","active"
"Conditions Evolution Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","ANDREA, Formica","Saclay CEA(France)","2021-01-01","2025-09-30","active"
"Muon MM Operation Manager // Activities and Detector Projects // Muon Spectrometer // MM // Level-3 coordinators","","HENRI, Bachacou","Saclay CEA(France)","2024-03-01","2026-02-28","active"
"Convener of subgroup: Tops // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs and Di-Higgs Physics group","","MATTHIAS, Saimpert","Saclay CEA(France)","2024-10-01","2025-02-28","active"
"Publication Committee member // General // Publications Committee // Appointments",".15","JASON, Nielsen","Santa Cruz UC(United States of America)","2018-03-01","2020-02-29","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MIKE, Hance","Santa Cruz UC(United States of America)","2024-01-01","2025-12-31","active"
"Convener Physics Modelling WG (PMG) // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","MATTHEW, Gignac","Santa Cruz UC(United States of America)","2021-10-01","2023-09-30","inactive"
"DP - Beamspot Convener // Activities and Detector Projects // Data Preparation // Beamspot","0","MIKE, Hance","Santa Cruz UC(United States of America)","2014-06-01","2015-08-07","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","JASON, Nielsen","Santa Cruz UC(United States of America)","2008-10-01","2010-09-30","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","CHIARA, Debenedetti","Santa Cruz UC(United States of America)","2016-10-01","2017-09-30","inactive"
"Convener of subgroup: Electroweak Production // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","","MIKE, Hance","Santa Cruz UC(United States of America)","2018-10-01","2019-09-30","inactive"
"Convener of subgroup: Dibosons, Multileptons and Extra Dimensions (DBL) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","MIKE, Hance","Santa Cruz UC(United States of America)","2014-04-01","2015-03-31","inactive"
"Convener of subgroup: Dibosons, Multileptons and Extra Dimensions (DBL) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","MIKE, Hance","Santa Cruz UC(United States of America)","2013-10-01","2014-09-30","inactive"
"Upgrade Software Coordinator (discontinued; integrated in Computing & Software) // Activities and Detector Projects // Upgrade Coordination // General",".4","JASON, Nielsen","Santa Cruz UC(United States of America)","2014-10-01","2017-05-31","inactive"
"Convener of subgroup: Clustering and Tracking in Dense Environments (CTIDE) // Activities and Detector Projects // Physics // Combined Performance Groups // Tracking CP group","0","MARCO, Battaglia","Santa Cruz UC(United States of America)","2020-04-01","2022-03-31","inactive"
"Convener of subgroup: Algorithms and Performance // Activities and Detector Projects // Physics // Combined Performance Groups // Flavour tagging CP group","0","MARCO, Battaglia","Santa Cruz UC(United States of America)","2016-04-01","2017-03-31","inactive"
"SCT Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // SCT // Level-3 Coordinators","","CHIARA, Debenedetti","Santa Cruz UC(United States of America)","2016-07-01","2016-12-31","inactive"
"SCT Deputy Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // SCT // Level-3 Coordinators","","CHIARA, Debenedetti","Santa Cruz UC(United States of America)","2016-01-01","2016-06-30","inactive"
"ITk Strips Project Leader // Activities and Detector Projects // Inner Tracker for Phase-II (ITk)",".3","TONY, Affolder","Santa Cruz UC(United States of America)","2019-10-01","2021-09-30","inactive"
"ITk Strips Project Leader // Activities and Detector Projects // Inner Tracker for Phase-II (ITk)",".3","TONY, Affolder","Santa Cruz UC(United States of America)","2017-10-01","2019-09-30","inactive"
"ITk Strip Deputy Project Leader // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips","","TONY, Affolder","Santa Cruz UC(United States of America)","2013-10-01","2016-09-30","inactive"
"ITk Electronics Activity Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk)","","ALEX, Grillo","Santa Cruz UC(United States of America)","2013-10-01","2018-06-30","inactive"
"Pixel Offline Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","MARCO, Battaglia","Santa Cruz UC(United States of America)","2018-03-01","2022-02-28","inactive"
"Pixel Offline Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","MARCO, Battaglia","Santa Cruz UC(United States of America)","2022-03-01","2024-02-29","inactive"
"Pixel Offline Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","MARCO, Battaglia","Santa Cruz UC(United States of America)","2024-03-01","2026-02-28","active"
"Pixel Offline Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","MARCO, Battaglia","Santa Cruz UC(United States of America)","2016-10-03","2018-02-28","inactive"
"Early Career Scientist Board (ECSB) member // General // Early Career Scientist Board (ECSB)",".1","GIORDON HOLTSBERG, Stark","Santa Cruz UC(United States of America)","2021-03-01","2022-11-30","inactive"
"Convener of subgroup: Weak Boson Processes // Activities and Detector Projects // Physics // Physics Analysis Groups // Physics Modeling group","0","MATTHEW, Gignac","Santa Cruz UC(United States of America)","2019-04-01","2021-09-30","inactive"
"Convener of subgroup: Run 2 Summaries // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","0","GIORDON HOLTSBERG, Stark","Santa Cruz UC(United States of America)","2020-04-01","2022-03-31","inactive"
"ITk Strip Sensors Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","VITALIY, Fadeyev","Santa Cruz UC(United States of America)","2021-10-01","2025-09-30","active"
"ITk Strip Sensors Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","VITALIY, Fadeyev","Santa Cruz UC(United States of America)","2017-10-02","2021-09-30","inactive"
"ITk Pixel On-detector Services Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","JASON, Nielsen","Santa Cruz UC(United States of America)","2021-10-01","2024-03-31","inactive"
"ITk Pixel On-detector Services Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","JASON, Nielsen","Santa Cruz UC(United States of America)","2024-04-01","2026-03-31","active"
"ITk Pixel On-detector Services Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","JASON, Nielsen","Santa Cruz UC(United States of America)","2019-02-01","2021-09-30","inactive"
"ITk Steering Member-at-large // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","TONY, Affolder","Santa Cruz UC(United States of America)","2023-03-01","2025-02-28","active"
"ITk Steering Member-at-large // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","TONY, Affolder","Santa Cruz UC(United States of America)","2021-10-01","2022-09-30","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","FRANCISCA, Garay Walls","Santiago(Chile)","2024-01-01","2025-12-31","active"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MARCO AURELIO, Diaz Gutierrez","Santiago(Chile)","2016-01-01","2017-12-31","inactive"
"EB Additional Members // General // Executive Board","0","MARCO, Lisboa Leite","Sao Paulo(Brazil)","2021-03-01","2023-02-28","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MARCO, Lisboa Leite","Sao Paulo(Brazil)","2018-01-01","2019-12-31","inactive"
"Upgrade System Speaker Committee Chair // Activities and Detector Projects // Upgrade Coordination // General","0","MARCO, Lisboa Leite","Sao Paulo(Brazil)","2020-04-01","2026-02-28","active"
"HGTD Sub-system Speaker Committee Member // Activities and Detector Projects // High Granularity Timing Detector (HGTD) // General","","MARCO, Lisboa Leite","Sao Paulo(Brazil)","2025-01-01","2025-12-31","active"
"Publication Committee member // General // Publications Committee // Appointments",".15","OSAMU, Jinnouchi","Science Tokyo(Japan)","2017-03-01","2019-02-28","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","MASAHIRO, Kuze","Science Tokyo(Japan)","2012-03-01","2014-02-28","inactive"
"Authorship Committee Chair // General // Authorship Committee",".15","MASAHIRO, Kuze","Science Tokyo(Japan)","2014-03-01","2015-02-28","inactive"
"Authorship Committee member // General // Authorship Committee // Appointments",".15","MASAHIRO, Kuze","Science Tokyo(Japan)","2012-03-01","2015-02-28","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","OSAMU, Jinnouchi","Science Tokyo(Japan)","2019-10-01","2022-09-30","inactive"
"Convener Monte Carlo WG (discontinued, PMG since 1/10/2014) // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","OSAMU, Jinnouchi","Science Tokyo(Japan)","2007-10-01","2009-10-01","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","OSAMU, Jinnouchi","Science Tokyo(Japan)","2014-01-01","2015-12-31","inactive"
"SCT Speakers Committee member // Activities and Detector Projects // Inner Detector (ID) // SCT // General",".04","OSAMU, Jinnouchi","Science Tokyo(Japan)","2020-05-01","2024-12-31","inactive"
"Outreach Coordinator // General // Outreach",".12","ANA, Peixoto","Seattle Washington(United States of America)","2025-03-01","2027-02-28","upcoming"
"Convener Tau CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","QUENTIN, Buat","Seattle Washington(United States of America)","2020-10-01","2022-09-30","inactive"
"Convener Flavour Tagging CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","GORDON, Watts","Seattle Washington(United States of America)","2008-10-01","2010-09-30","inactive"
"Convener Tracking CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","SHIH-CHIEH, Hsu","Seattle Washington(United States of America)","2015-10-01","2017-09-30","inactive"
"Simulation coordinator // Activities and Detector Projects // Physics // Simulation",".3","JANA, Schaarschmidt","Seattle Washington(United States of America)","2023-10-01","2025-09-30","active"
"DP - Non-collision Background Group Convener (NCB) // Activities and Detector Projects // Data Preparation // Background","0","CRISTIANO, Alpigiani","Seattle Washington(United States of America)","2022-01-01","2025-03-31","active"
"Trigger Tau Signature Coordinator // Activities and Detector Projects // Trigger // Trigger Menu and Performance","0","QUENTIN, Buat","Seattle Washington(United States of America)","2016-03-01","2017-09-30","inactive"
"Convener of subgroup: Electroweak Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","SHIH-CHIEH, Hsu","Seattle Washington(United States of America)","2011-10-01","2012-09-30","inactive"
"Convener of subgroup: HLep / Htautau (HSG4) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","0","QUENTIN, Buat","Seattle Washington(United States of America)","2017-10-01","2019-09-30","inactive"
"Convener of subgroup: HBSM (HSG6) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","JANA, Schaarschmidt","Seattle Washington(United States of America)","2018-04-01","2018-09-30","inactive"
"Convener of subgroup: Unconventional Signatures and Exotic Higgs (UEH) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","CRISTIANO, Alpigiani","Seattle Washington(United States of America)","2019-10-01","2021-09-30","inactive"
"Convener of subgroup: Unconventional Signatures and Exotic Higgs (UEH) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","GORDON, Watts","Seattle Washington(United States of America)","2012-10-01","2013-09-30","inactive"
"Convener of subgroup: ID Alignment // Activities and Detector Projects // Physics // Combined Performance Groups // Tracking CP group","","SHIH-CHIEH, Hsu","Seattle Washington(United States of America)","2013-10-01","2015-09-30","inactive"
"Convener of subgroup: Jet/Etmiss Software and Validation (JSV) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","JANA, Schaarschmidt","Seattle Washington(United States of America)","2021-10-01","2023-09-30","inactive"
"Pixel Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","0","YUE, Xu","Seattle Washington(United States of America)","2024-10-01","2025-09-30","active"
"Analysis Model Group Coordinator (AMG) // Activities and Detector Projects // Software and Computing // Software","0","GORDON, Watts","Seattle Washington(United States of America)","2023-04-01","2025-03-31","active"
"Derivation Coordinator // Activities and Detector Projects // Software and Computing // ADC","","CRISTIANO, Alpigiani","Seattle Washington(United States of America)","2020-10-15","2023-09-30","inactive"
"Contact on Diversity and Inclusion // General // Diversity and Inclusion (D&I)","","GORDON, Watts","Seattle Washington(United States of America)","2019-03-01","2021-02-28","inactive"
"Fast Calorimeters Simulation Group Sub-convenor // Activities and Detector Projects // Physics // Simulation","","JANA, Schaarschmidt","Seattle Washington(United States of America)","2016-10-01","2020-12-31","inactive"
"Early Career Scientist Board (ECSB) member // General // Early Career Scientist Board (ECSB)",".1","ANA, Peixoto","Seattle Washington(United States of America)","2018-03-01","2020-02-29","inactive"
"SPOT coordinator // Activities and Detector Projects // Software and Computing // Software","","TATIANA, Ovsiannikova","Seattle Washington(United States of America)","2023-10-01","2025-09-30","active"
"Derivation Production Manager // Activities and Detector Projects // Software and Computing // ADC","0","CRISTIANO, Alpigiani","Seattle Washington(United States of America)","2019-03-01","2020-09-30","inactive"
"Convener of subgroup: HBSM // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs & Diboson Searches (HDBS) group","0","JANA, Schaarschmidt","Seattle Washington(United States of America)","2018-10-01","2020-07-15","inactive"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","HENRY, Lubatti","Seattle Washington(United States of America)","2015-01-01","2023-06-01","inactive"
"Convener of subgroup: Jet Definitions and MC Calibration (JetDef) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","0","ANA, Peixoto","Seattle Washington(United States of America)","2023-10-01","2025-09-30","active"
"Physics Office Member // General // Physics Office // Appointments","0","MASON, Proffitt","Seattle Washington(United States of America)","2020-07-01","2025-12-31","active"
"Pixel Deputy Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // Pixel // Level-3 Coordinators","","YUE, Xu","Seattle Washington(United States of America)","2024-07-01","2024-09-30","inactive"
"Convener of subgroup: Spectroscopy and Production // Activities and Detector Projects // Physics // Physics Analysis Groups // B-Physics and Light States group","","YUE, Xu","Seattle Washington(United States of America)","2024-04-01","2026-03-31","active"
"Convener of subgroup: Non-resonant Multileptons // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs and Di-Higgs Physics group","","YULEI, Zhang","Seattle Washington(United States of America)","2024-10-01","2026-09-30","active"
"Convener of subgroup: Quarkonia Production and b Cross-Section Measurements // Activities and Detector Projects // Physics // Physics Analysis Groups // B-Physics and Light States group","0","BING, Li","Shandong(China)","2018-10-01","2019-09-30","inactive"
"Convener of subgroup: Electroweak Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","BING, Li","Shandong(China)","2022-04-01","2024-03-31","inactive"
"MC Production Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","YANLIN, Liu","Shandong(China)","2023-10-01","2025-09-30","active"
"Convener of subgroup: Jet and Photon Processes // Activities and Detector Projects // Physics // Physics Analysis Groups // Physics Modeling group","0","HAIFENG, Li","Shandong(China)","2023-10-01","2025-09-30","active"
